lodindex,lodcolumn,chr,pos,lod,ci_lo,ci_hi
5601,X262117_at,4,46.139,3.00700787434023,33.075,77.075
5601,X262117_at,5,82.96,2.83256092914077,9.809,97.796
5602,X262118_at,1,1.992,2.59024898216103,0,3.401
5602,X262118_at,2,37.441,7.63299380127549,33.816,46.038
5603,X262119_s_at,1,0.733,2.32776511572912,0,102.488
5603,X262119_s_at,2,44.566,2.19738224488218,8.794,58.584
5603,X262119_s_at,3,62.923,8.51971255066787,60.034,64.485
5603,X262119_s_at,5,65.519,7.77868258374991,59.438,71.912
5604,X262120_at,1,41.478,2.11046319976876,12.856,75.748
5605,X262121_at,1,79.476,5.20023905539475,70.494,99.865
5605,X262121_at,2,41.168,2.50480540373987,31.955,46.74
5608,X262124_at,1,65.222,17.2144659125705,64.32,67.743
5608,X262124_at,2,15.282,7.7357251781752,10.576,18.762
5608,X262124_at,5,83.439,2.28091294916459,7.871,91.068
5610,X262126_at,1,65.77,5.99503171494273,61.76,70.193
5610,X262126_at,2,14.39,9.24004462560289,10.576,18.762
5610,X262126_at,3,76.282,3.67928257338701,71.469,77.554
5610,X262126_at,5,77.557,5.22050202926429,61.014,85.705
5611,X262099_s_at,2,14.39,11.8416820805942,12.265,18.762
5611,X262099_s_at,3,77.458,3.83401767952822,58.894,77.554
5611,X262099_s_at,4,65.136,5.66364903282576,56.21,70.864
5611,X262099_s_at,5,52.291,2.58024225194085,33.599,64.237
5614,X262071_at,3,74.655,4.0491998559688,57.156,77.554
5615,X262072_at,1,64.32,6.84346366735451,59.135,65.77
5615,X262072_at,2,14.39,20.5283512626814,13.294,15.282
5615,X262072_at,3,73.252,4.74033776621964,60.034,77.554
5615,X262072_at,5,61.014,3.0004788458302,49.737,97.796
5616,X262073_at,1,64.713,5.71778649908895,60.482,68.979
5617,X262074_at,1,65.49,14.6272596029858,64.32,68.686
5617,X262074_at,2,14.39,3.19755375736254,2.508,19.96
5618,X262075_at,1,64.713,8.68769415237077,59.135,66.438
5618,X262075_at,2,14.39,2.48426187392205,0,55.099
5618,X262075_at,5,72.435,2.33367401901146,23.498,95.251
5619,X262076_at,1,63.953,3.72406076255263,46.623,68.375
5619,X262076_at,2,14.39,4.05952927443263,0.294,42.433
5619,X262076_at,3,62.497,2.36306025284838,59.8,77.458
5619,X262076_at,5,65.519,5.17885449889672,59.438,72.435
5620,X262077_at,1,58.595,7.65162595763707,53.826,67.109
5620,X262077_at,2,14.39,2.52291420303919,4.511,27.27
5620,X262077_at,3,76.282,3.11163840011982,69.675,77.554
5621,X262078_at,1,64.713,11.3165114524038,64.32,67.109
5621,X262078_at,3,77.458,2.27967765339915,49.867,77.554
5622,X262079_at,1,67.743,10.3963954346198,59.135,68.686
5622,X262079_at,2,33.038,2.00665391396433,11.418,49.108
5622,X262079_at,5,64.866,2.38902723806068,57.825,78.11
5623,X262080_at,2,31.955,3.84507455156393,19.96,40.598
5623,X262080_at,4,61.895,2.11689696158289,16.343,70.864
5624,X262081_at,2,41.658,5.98688947784866,37.597,51.863
5625,X262082_s_at,2,14.39,10.1663622497587,11.418,18.762
5625,X262082_s_at,3,73.252,2.18484868281822,69.762,77.554
5627,X262084_at,1,64.32,27.4043174872911,63.953,66.438
5627,X262084_at,4,53.833,2.02271155162,34.345,67.925
5628,X262085_at,1,46.623,4.49032462458251,23.918,64.713
5628,X262085_at,2,14.39,6.04082504148578,10.91,18.762
5628,X262085_at,3,62.923,10.6157182684745,60.034,64.485
5628,X262085_at,5,62.148,3.1322109049436,20.151,69.829
5629,X262086_at,1,58.251,3.07259881647916,6.228,68.375
5629,X262086_at,2,14.39,6.09280282077287,4.511,18.762
5629,X262086_at,5,55.526,3.774290974634,46.007,72.435
5630,X262087_at,1,61.76,2.92815550810293,57.355,83.082
5631,X262088_at,1,63.083,3.65854716466669,56.59,81.621
5632,X262089_s_at,1,64.209,5.61500421865356,58.595,70.037
5632,X262089_s_at,2,14.39,5.78045080347626,4.511,18.762
5632,X262089_s_at,3,60.612,2.04688489320934,54.53,74.472
5632,X262089_s_at,5,71.454,3.33006081206022,59.438,78.36
5633,X262090_at,1,63.674,12.590072131604,63.083,65.49
5635,X262092_at,1,64.32,75.0053826058491,63.953,65.097
5636,X262093_at,2,14.39,4.41564010854346,8.794,18.762
5636,X262093_at,3,74.472,4.71097865151238,71.469,77.554
5636,X262093_at,4,58.794,2.39552116438879,52.762,74.58
5637,X262094_at,2,50.193,3.34798812975543,37.597,55.099
5638,X262095_at,1,64.32,17.6574090485178,63.674,65.222
5638,X262095_at,4,10.415,2.58548372921351,5.126,19.442
5639,X262096_at,1,92.916,2.97700430006703,6.228,102.488
5639,X262096_at,2,14.39,17.6783317500782,13.294,15.282
5639,X262096_at,4,28.287,2.11825670156564,0,67.925
5639,X262096_at,5,83.724,4.07334335955701,70.458,86.614
5640,X262097_at,5,55.526,2.04163431792009,0,85.091
5641,X262098_at,1,44.762,2.86991507493426,10.346,48.514
5641,X262098_at,2,42.433,6.79426413295337,28.593,46.038
5642,X262064_at,1,63.953,27.4576082044403,63.083,64.713
5643,X262065_at,1,51.298,2.41918689007306,29.828,63.083
5643,X262065_at,2,41.658,3.6594306652119,37.597,46.038
5644,X262066_at,1,102.488,3.19674268846143,85.855,102.488
5644,X262066_at,2,49.108,2.26500043096309,8.794,70.475
5645,X262067_at,5,53.584,2.45297400948001,46.007,70.305
5646,X262068_at,2,14.39,3.16594517401008,5.517,54.103
5647,X262069_at,1,21.006,2.26050828944318,14.567,27.495
5648,X262070_at,1,102.488,13.2626658560805,101.058,102.488
5648,X262070_at,2,13.294,2.94727939477212,0,18.762
5649,X262039_at,1,101.943,26.5782573314941,101.058,102.488
5649,X262039_at,3,8.479,2.88900405928638,1.322,26.124
5650,X262040_at,2,14.39,3.19496655552866,8.794,68.792
5650,X262040_at,4,62.536,5.82048639828459,41.215,70.864
5650,X262040_at,5,97.506,3.68230074377766,92.925,97.796
5653,X262043_at,1,102.488,46.2715437262882,101.058,102.488
5654,X262044_s_at,2,41.658,5.27178014221182,34.337,46.038
5656,X262046_at,2,15.282,2.89099070838473,5.517,19.886
5657,X262047_at,2,14.39,14.7613843731612,13.294,18.762
5657,X262047_at,3,18.179,2.40362409852112,0,77.554
5657,X262047_at,5,83.724,2.17681831562779,46.007,97.796
5658,X262048_at,1,91.585,2.31062810726487,31.996,96.792
5658,X262048_at,2,34.337,2.63454158054768,8.099,49.108
5659,X262049_at,1,102.488,28.5265116435843,101.058,102.488
5660,X262050_at,1,102.488,6.12266513393476,92.916,102.488
5660,X262050_at,2,58.892,2.45144237122893,42.716,69.906
5660,X262050_at,3,4.006,4.47004532877477,1.322,49.115
5660,X262050_at,4,12.297,2.24301510547512,0,19.442
5661,X262051_at,2,49.108,4.34585280200878,37.597,54.103
5662,X262052_at,1,57.355,2.83077032964002,37.817,68.979
5662,X262052_at,2,14.39,2.17235222796381,5.517,70.475
5663,X262053_at,1,58.251,3.45544576017359,31.996,67.109
5663,X262053_at,3,76.282,2.3313665505315,12.925,77.554
5664,X262054_s_at,1,51.298,3.27918351008139,25.23,58.595
5664,X262054_s_at,2,14.39,2.00135676667998,0,32.418
5664,X262054_s_at,3,77.554,2.02515402033753,65.829,77.554
5665,X262055_at,1,101.943,3.66810083846112,96.792,102.488
5665,X262055_at,2,41.168,3.5835976619958,33.816,43.457
5665,X262055_at,3,74.472,2.30865814189749,20.631,77.554
5666,X262056_at,3,74.655,2.21435547419374,27.164,77.554
5667,X262057_at,1,88.633,5.7434472520986,83.082,96.792
5667,X262057_at,4,65.136,7.09227630809356,62.536,68.5
5667,X262057_at,5,92.925,2.09218846177021,9.809,97.796
5668,X262058_at,1,88.541,2.04377752480715,15.081,102.488
5669,X262059_at,1,101.943,3.46217387812201,78.371,102.488
5669,X262059_at,2,15.282,4.15652329997182,10.91,18.762
5669,X262059_at,3,60.612,2.02107724233559,18.179,77.554
5669,X262059_at,5,68.694,4.5471051167904,59.995,74.072
5670,X262060_at,2,49.108,5.15051251707159,12.265,56.756
5670,X262060_at,5,64.794,7.42572161661413,59.995,71.454
5671,X262061_at,1,102.2,28.7412530254091,96.792,102.488
5671,X262061_at,2,46.314,2.50954989712541,13.294,70.475
5671,X262061_at,3,52.334,2.2820684265495,18.179,61.764
5672,X262062_s_at,1,91.124,4.07001519136981,79.776,96.792
5672,X262062_s_at,2,46.314,3.87600920706324,33.816,50.061
5673,X262063_at,2,41.168,6.84732584847106,35.822,42.433
5674,X262036_at,1,43.251,3.68940060583568,27.495,53.826
5675,X262037_at,2,10.91,3.74170811453932,5.517,18.762
5676,X262038_at,2,11.418,6.20699125335719,8.794,15.282
5676,X262038_at,3,62.923,5.12395538448025,59.8,74.472
5676,X262038_at,5,52.291,4.30794255837691,46.007,68.694
5679,X262010_at,1,49.251,6.33781104663211,46.623,51.298
5679,X262010_at,4,28.665,4.8453841958003,23.697,30.833
5682,X262013_s_at,2,14.39,2.83499803417081,8.794,33.038
5683,X262014_at,1,48.514,5.51531049682927,43.471,52.429
5683,X262014_at,2,15.282,2.26713274747092,4.511,68.792
5685,X262016_at,2,2.508,3.03080572249572,0,10.576
5685,X262016_at,3,55.904,2.24266172821941,27.164,69.374
5686,X262017_at,2,14.39,2.293627258072,8.099,40.598
5686,X262017_at,4,67.637,2.44740236404016,45.02,77.075
5686,X262017_at,5,92.925,2.03278762227087,4.284,97.796
5687,X262018_at,1,29.828,2.90929042246312,25.23,41.478
5692,X262023_at,1,49.251,6.47410652285028,44.388,58.251
5692,X262023_at,3,39.896,2.68458840734101,33.221,60.612
5693,X262024_at,1,49.251,2.96576998595035,46.623,60.075
5693,X262024_at,5,78.36,2.21397907807206,1.112,83.439
5694,X262025_at,1,48.514,32.0660291923155,46.623,49.251
5695,X262026_at,1,51.727,3.28355619371205,46.623,102.488
5695,X262026_at,2,19.466,2.06566081392944,8.794,70.475
5697,X262028_at,1,48.514,40.9827287307221,46.623,49.251
5698,X262029_at,1,49.251,11.1274392863415,48.514,51.298
5698,X262029_at,2,14.39,13.0822979872311,12.265,15.282
5698,X262029_at,3,73.252,5.17364992343246,60.034,74.472
5698,X262029_at,5,52.291,2.62645220511076,29.107,97.796
5701,X262032_at,1,51.727,75.7872360980719,51.298,52.429
5704,X262035_at,1,77.381,2.40791065062135,63.674,81.621
5708,X261979_at,1,51.298,36.6905015435198,49.251,52.429
5710,X261981_at,1,81.621,7.58690344916349,64.713,85.51
5710,X261981_at,2,37.441,3.51851090599376,28.593,65.436
5710,X261981_at,3,55.904,3.64551209227911,53.489,66.839
5710,X261981_at,5,97.796,2.35597024011935,13.716,97.796
5711,X261982_at,1,90.358,2.43640488379529,15.56,102.488
5711,X261982_at,2,41.168,2.49740108924258,28.593,47.847
5711,X261982_at,4,46.139,2.51150789983993,18.506,68.5
5712,X261983_at,2,14.39,3.61397493601237,8.794,18.762
5712,X261983_at,5,28.585,2.40261919231721,20.996,85.447
5715,X261986_s_at,1,44.388,26.8702993269024,43.994,46.623
5715,X261986_s_at,2,14.39,4.43752479162681,8.794,33.038
5715,X261986_s_at,5,72.037,3.40325089885877,29.107,74.072
5716,X261987_at,1,85.774,2.17949947330701,9.243,101.943
5716,X261987_at,4,77.075,19.3282182949856,74.58,77.075
5720,X261991_at,1,41.478,4.57072582020678,37.1,46.623
5720,X261991_at,2,50.278,2.14049446947458,15.282,70.475
5721,X261992_at,1,81.621,2.40760573858895,29.828,102.488
5721,X261992_at,4,68.5,2.50269895120413,31.087,77.075
5722,X261993_at,3,25.424,2.6547959605236,12.925,39.896
5725,X261996_at,1,92.086,2.09249353891776,37.1,96.792
5726,X261997_at,3,22.394,3.53971044344866,16.045,26.124
5729,X262000_at,1,32.799,2.12717316458328,16.004,68.979
5729,X262000_at,2,14.39,11.888606818844,10.576,18.762
5729,X262000_at,3,62.923,4.4107470055265,57.542,77.458
5730,X262001_at,1,45.044,20.0767583581526,44.107,46.623
5730,X262001_at,2,14.39,2.00467284065722,5.517,40.598
5731,X262002_at,1,79.114,3.41244534150265,16.956,99.865
5732,X262003_at,1,68.979,18.239046453142,66.438,73.423
5732,X262003_at,3,61.764,2.35993201516718,54.53,74.655
5732,X262003_at,4,55.349,3.14296695187273,45.868,70.864
5733,X262004_at,5,42.18,2.74402806222079,33.599,45.369
5734,X262005_at,2,49.108,5.28212968762884,40.923,51.863
5736,X262007_at,1,69.148,7.57490962887625,65.77,73.423
5736,X262007_at,2,37.597,2.92143305555918,28.593,41.658
5737,X261972_at,4,3.554,2.64182665435046,0,14.691
5738,X261973_at,2,14.39,12.4403514772239,13.294,15.282
5738,X261973_at,3,73.252,4.06649644422031,59.8,77.554
5738,X261973_at,5,62.148,5.34194807066287,59.995,68.694
5739,X261974_at,3,60.034,5.55260167057018,57.542,64.485
5740,X261975_at,1,69.148,31.5464646732447,68.686,70.037
5740,X261975_at,5,70.305,2.52633349677716,55.526,82.369
5741,X261944_at,1,12.789,2.03556694275373,0,88.541
5741,X261944_at,2,14.39,6.43367790943146,11.041,18.762
5741,X261944_at,5,85.532,4.75227744780585,64.761,91.068
5742,X261945_at,1,68.375,5.63728879600927,65.77,70.037
5743,X261946_at,2,56.62,2.24850373958528,0,70.475
5744,X261947_at,1,68.686,7.75015267624928,65.77,70.037
5744,X261947_at,4,53.833,2.24471202072972,43.207,68.5
5745,X261948_at,2,14.39,19.2247281553054,13.294,15.282
5745,X261948_at,3,60.612,5.57637785163414,58.894,75.045
5745,X261948_at,5,62.148,4.42122716105668,53.584,68.694
5746,X261949_at,2,15.282,2.55576569452893,8.794,18.762
5746,X261949_at,5,72.55,4.56737524067746,66.47,78.11
5747,X261950_at,1,92.251,6.20451479678546,61.76,99.865
5747,X261950_at,4,62.536,3.39877313916609,50.599,70.864
5748,X261951_at,4,64.594,2.79430122281019,53.833,70.864
5749,X261952_at,1,73.423,7.97453210155451,68.521,85.774
5749,X261952_at,2,46.314,3.19758297170353,37.597,55.099
5749,X261952_at,5,68.694,3.64958812622137,66.47,78.36
5750,X261953_at,1,68.521,4.46355969082878,60.482,75.748
5750,X261953_at,5,71.454,3.31028316275327,23.498,79.862
5751,X261954_at,2,14.39,21.3061614764931,11.686,15.282
5751,X261954_at,3,73.252,4.5638697220994,70.572,75.045
5751,X261954_at,5,62.148,4.16442665054694,58.799,85.091
5752,X261955_at,2,37.441,3.35790065561961,19.96,41.658
5752,X261955_at,4,64.594,3.53343786726714,58.794,70.864
5752,X261955_at,5,70.305,2.93539399173719,59.995,75.194
5753,X261956_at,3,75.455,2.50085689478977,49.867,77.554
5754,X261957_at,1,70.037,11.0022488377705,67.109,73.423
5754,X261957_at,2,14.39,2.40377783596381,2.508,42.433
5755,X261958_at,1,67.743,2.28455671103573,27.495,78.371
5755,X261958_at,2,40.598,6.50493090650608,37.597,42.57
5755,X261958_at,3,61.764,2.166523813923,54.53,66.839
5757,X261960_at,1,91.585,2.89330889060124,65.097,101.058
5761,X261964_at,1,34.221,3.6297730227392,27.495,49.251
5765,X261968_at,1,64.32,3.94249376097403,59.135,73.423
5766,X261969_at,1,70.494,56.4107465780543,70.071,73.423
5767,X261970_at,1,70.494,8.75269741746668,67.743,73.423
5767,X261970_at,2,46.745,4.68642727850498,37.441,50.193
5767,X261970_at,3,9.127,3.87848038437349,0,12.925
5768,X261971_at,3,70.484,2.16191150038257,57.542,77.554
5769,X261912_s_at,1,73.423,21.590651337259,69.148,75.748
5769,X261912_s_at,2,7.31,3.11250147510295,0,18.762
5769,X261912_s_at,3,9.129,5.15333205443096,0,17.834
5769,X261912_s_at,5,24.675,2.22681964274815,2.805,68.694
5770,X261913_at,1,2.888,3.61171390567829,0,85.774
5770,X261913_at,2,27.27,5.47264372189166,8.794,31.909
5770,X261913_at,5,89.558,2.06403836551147,83.724,97.796
5771,X261914_at,1,73.423,2.83907597927569,0,90.358
5771,X261914_at,5,69.829,5.2594493922733,64.237,73.503
5773,X261916_at,2,28.417,3.10758906048998,23.475,42.433
5773,X261916_at,4,77.075,2.05502162449136,62.536,77.075
5773,X261916_at,5,2.36,3.24441645073283,0,9.809
5776,X261919_at,1,73.423,3.05314782558816,0.733,90.358
5776,X261919_at,5,71.454,4.44943165213179,59.995,82.369
5777,X261920_at,1,70.494,47.3560323754735,70.071,73.423
5778,X261921_at,1,66.438,2.03862079352383,0,88.541
5778,X261921_at,2,27.27,7.32209241739073,10.576,31.909
5778,X261921_at,5,85.532,6.56688680742346,82.96,89.457
5779,X261922_at,1,63.953,2.41031996146503,0.333,91.853
5779,X261922_at,2,27.27,2.445356725283,0,55.608
5779,X261922_at,3,61.764,4.93484305762064,54.53,63.433
5779,X261922_at,5,28.585,2.43062461762177,23.498,32.191
5780,X261923_at,1,23.816,47.0672458992549,23.057,23.918
5780,X261923_at,2,12.265,2.70080898562261,7.31,18.762
5780,X261923_at,5,77.557,3.01975245091562,53.584,82.369
5781,X261924_at,1,102.2,2.9390306424978,49.251,102.488
5781,X261924_at,2,14.39,5.43272816474822,8.794,18.762
5781,X261924_at,5,62.148,8.05998979270632,58.799,82.369
5782,X261925_at,1,23.918,12.7179933145249,16.546,27.495
5782,X261925_at,2,14.39,10.3310967936603,11.995,18.762
5782,X261925_at,5,77.327,4.39084054668782,53.584,86.614
5783,X261926_at,1,88.541,3.27696248792543,70.494,102.488
5783,X261926_at,4,48.587,2.00801363392825,28.665,77.075
5784,X261927_at,1,66.438,3.09271042498724,23.918,92.251
5784,X261927_at,2,11.418,11.9377320453093,11.041,19.466
5784,X261927_at,5,79.401,2.65768734038787,70.458,87.21
5785,X261928_at,1,25.1,12.1542543193815,22.564,27.495
5785,X261928_at,2,10.576,5.72113426151924,8.794,18.762
5787,X261930_at,1,27.495,2.46177397762165,3.427,92.086
5788,X261931_at,1,31.996,3.52476321000499,21.006,88.541
5788,X261931_at,2,41.658,13.2238859168773,37.597,44.566
5788,X261931_at,5,62.148,4.15816094456225,48.908,71.912
5790,X261933_at,1,23.816,34.8791842132528,23.057,23.918
5790,X261933_at,3,62.497,2.17234217773527,55.904,77.554
5790,X261933_at,5,64.761,6.63819404600894,53.584,68.694
5791,X261934_at,1,25.1,24.7708853989299,23.057,27.495
5791,X261934_at,3,62.923,2.57656983172835,0,75.045
5792,X261935_at,1,23.816,3.44210697012884,16.004,90.358
5792,X261935_at,2,46.314,3.40221395535483,35.822,51.863
5794,X261937_at,1,25.1,22.4644584949099,23.057,27.495
5794,X261937_at,2,35.72,2.21984333427319,8.099,54.92
5794,X261937_at,4,46.139,2.22641509506089,31.087,67.925
5794,X261937_at,5,62.148,2.73494742426383,42.18,73.503
5795,X261938_at,1,79.776,3.3936479181942,75.748,90.358
5795,X261938_at,2,35.737,2.7231901514972,2.508,55.099
5795,X261938_at,4,50.599,3.72014956760148,45.02,67.925
5795,X261938_at,5,85.447,7.22304698253554,82.369,89.457
5796,X261939_at,2,23.475,3.00656126884298,0,42.433
5797,X261940_at,1,23.816,15.7365418086004,23.057,25.1
5797,X261940_at,2,8.099,2.03676076992195,0,15.282
5798,X261941_at,1,65.77,8.28660861320854,64.713,67.109
5798,X261941_at,2,15.282,10.1538559308434,13.294,21.436
5798,X261941_at,3,25.424,5.15802160512661,12.925,30.906
5798,X261941_at,5,65.519,3.55217125633652,49.737,86.614
5799,X261942_at,1,25.1,14.9814381936128,23.918,27.495
5799,X261942_at,3,68.544,2.08921366512308,49.115,76.282
5801,X261909_at,1,102.488,3.47905979390091,88.633,102.488
5801,X261909_at,2,13.294,4.59726253759197,7.31,18.762
5801,X261909_at,3,73.144,2.3018917496667,49.867,77.554
5803,X261911_at,1,102.488,35.9373658172127,101.943,102.488
5804,X261881_at,1,101.943,8.35207650949648,99.871,102.488
5804,X261881_at,2,33.816,4.50839610909299,28.593,41.658
5805,X261882_at,1,49.251,3.94395359025187,41.478,101.943
5805,X261882_at,3,61.764,2.345188211433,4.189,75.455
5805,X261882_at,5,57.24,4.1010168869118,53.584,92.925
5806,X261883_at,1,102.488,19.7215276321546,101.943,102.488
5806,X261883_at,2,28.593,2.95347468688751,8.099,55.608
5806,X261883_at,5,86.614,2.63157547102175,23.498,89.558
5808,X261885_at,2,46.314,5.16592056623676,37.597,51.863
5809,X261886_s_at,5,77.557,2.31862320470319,42.18,87.21
5810,X261887_at,1,102.488,15.4686019571015,101.943,102.488
5810,X261887_at,2,46.593,2.58128579944034,41.658,58.584
5810,X261887_at,4,64.594,3.07091449180041,39.214,77.075
5810,X261887_at,5,45.369,2.46108529067099,33.599,85.793
5811,X261888_at,1,102.488,3.2017925554229,96.792,102.488
5811,X261888_at,2,10.576,3.44598693553229,0,18.762
5811,X261888_at,5,72.787,2.81826013371313,43.61,97.796
5812,X261889_at,1,3.401,2.54601845526011,0.122,10.346
5814,X261891_at,1,102.488,11.6362492261867,101.058,102.488
5815,X261892_at,1,51.298,2.79895545394695,25.23,68.686
5815,X261892_at,3,10.394,2.67836313590898,0,25.424
5816,X261893_at,1,102.488,8.37118439360592,101.943,102.488
5816,X261893_at,2,14.39,7.45817562979134,12.265,18.762
5816,X261893_at,5,97.796,2.95457288224015,82.369,97.796
5817,X261894_at,2,14.39,9.62212201051761,12.265,18.762
5818,X261895_at,2,14.39,8.03459915895463,10.576,15.282
5818,X261895_at,4,57.737,2.09120938498249,35.024,67.175
5819,X261896_at,1,102.488,49.1901198167875,102.2,102.488
5819,X261896_at,3,20.318,2.73058216976755,1.322,30.906
5820,X261897_at,1,101.943,4.75510328432604,92.916,102.488
5820,X261897_at,2,14.39,17.7834873610461,13.294,18.762
5821,X261898_at,2,14.39,4.66946202614909,8.794,18.762
5821,X261898_at,3,6.289,2.60700467382466,1.322,77.554
5822,X261899_at,3,10.394,2.49309332386526,0,35.801
5823,X261900_at,1,102.488,16.4394196375914,101.058,102.488
5825,X261902_at,2,14.39,7.00367980004255,8.794,26.771
5825,X261902_at,3,70.322,9.70479608748506,65.829,77.554
5826,X261903_at,1,96.792,2.76767979054201,92.916,102.488
5826,X261903_at,2,41.168,3.30803231539286,15.282,43.457
5827,X261904_at,4,57.292,2.75377759979927,10.415,68.5
5827,X261904_at,5,68.694,2.27389222506961,42.18,78.915
5828,X261905_at,1,68.521,10.9581165533107,66.438,73.423
5828,X261905_at,2,50.112,2.48962910376994,31.955,68.792
5829,X261906_at,1,70.071,44.99148626793,69.148,73.423
5830,X261907_at,1,63.953,2.26967121136543,0,73.423
5830,X261907_at,2,49.108,4.85752694174399,28.417,54.103
5832,X261874_at,2,42.433,2.09420667294502,0,51.863
5832,X261874_at,3,16.045,3.91002000140146,12.925,17.834
5832,X261874_at,5,82.369,2.34646938672795,43.61,92.925
5834,X261876_at,2,14.39,14.2112679372596,12.265,19.886
5834,X261876_at,5,4.737,7.88135540396565,0.544,7.243
5835,X261877_at,5,86.614,2.17082751160408,11.004,91.068
5837,X261879_at,2,11.315,3.26630662089272,2.508,21.436
5837,X261879_at,3,55.904,2.59957262758567,49.867,77.554
5837,X261879_at,4,62.536,2.49956254989657,28.665,74.58
5838,X261880_at,2,46.74,3.54878188505227,41.658,51.863
5840,X261851_at,1,91.585,2.51169520399575,23.816,101.058
5840,X261851_at,2,18.762,4.93510053336546,11.418,21.436
5841,X261852_at,1,53.826,4.51504429733756,15.56,64.713
5841,X261852_at,2,40.923,7.82631220216386,35.822,42.433
5842,X261853_at,1,58.595,2.35877018675001,37.817,68.686
5843,X261854_at,1,48.514,4.15906551747134,31.996,68.686
5843,X261854_at,2,15.282,3.95666775714077,8.794,46.038
5844,X261855_at,1,56.59,4.29945962083924,46.623,73.423
5845,X261856_at,2,35.72,2.04590701086558,27.27,70.475
5845,X261856_at,5,42.18,2.30366690297653,33.599,49.502
5847,X261858_at,2,14.39,4.76625330212546,8.794,18.762
5847,X261858_at,3,6.634,2.15485814712306,0,77.554
5847,X261858_at,5,62.148,2.30565485837841,32.191,73.503
5848,X261859_at,1,91.124,4.68690188187564,61.76,99.865
5848,X261859_at,2,15.282,10.3144794094149,11.686,18.762
5848,X261859_at,4,67.175,4.89115364305571,58.794,71.721
5848,X261859_at,5,26.975,2.74525428197405,4.284,97.796
5849,X261860_at,2,49.108,6.10807141714959,46.038,68.792
5850,X261861_at,1,61.22,3.36288722586995,52.429,88.541
5850,X261861_at,2,11.418,3.9767104264413,8.794,51.863
5850,X261861_at,3,62.923,2.04544799120537,57.542,77.554
5850,X261861_at,5,65.519,5.85734103430193,55.526,72.435
5851,X261862_at,2,14.39,9.46537427086809,10.91,18.762
5851,X261862_at,3,73.144,2.11732148825065,54.53,77.554
5851,X261862_at,5,61.914,2.62144647559501,49.737,85.091
5852,X261863_at,1,61.22,19.5624476975669,59.935,61.76
5852,X261863_at,2,18.762,6.372564665117,14.39,41.658
5852,X261863_at,3,73.144,6.17381352662774,71.469,77.554
5853,X261864_s_at,1,37.1,4.81306625261249,9.243,46.623
5853,X261864_s_at,4,0.778,4.08186304796139,0,12.297
5853,X261864_s_at,5,11.004,3.52163540211124,5.943,28.585
5854,X261865_at,2,11.995,6.16148596968875,8.794,18.762
5854,X261865_at,3,60.612,5.18777848223462,58.894,66.839
5855,X261866_at,1,61.22,14.2993695248721,58.595,63.083
5855,X261866_at,2,15.282,11.1270725081513,10.576,18.762
5855,X261866_at,3,77.458,2.10853525505029,8.622,77.554
5856,X261867_at,1,59.935,11.7730433941907,59.135,61.22
5856,X261867_at,2,11.315,3.42173295279097,0.294,33.038
5856,X261867_at,5,85.091,2.14200947362755,23.498,97.796
5857,X261868_s_at,1,10.346,5.44547518764877,6.883,12.789
5857,X261868_s_at,2,41.168,3.13556747614142,5.517,44.278
5857,X261868_s_at,5,0,2.577698084029,0,87.747
5860,X261871_at,1,0,2.05089298608173,0,63.083
5860,X261871_at,2,5.517,7.20669408786863,0.294,13.275
5860,X261871_at,3,77.554,2.43152275526667,49.867,77.554
5860,X261871_at,4,17.712,2.83142922257857,6.857,28.287
5861,X261872_s_at,1,88.541,2.55950792411938,25.23,96.792
5861,X261872_s_at,2,41.168,4.90972006473073,37.597,46.314
5861,X261872_s_at,3,77.554,2.03478006767083,30.906,77.554
5861,X261872_s_at,4,65.136,5.47531405385213,46.139,70.864
5862,X261873_at,1,10.346,8.77099919901987,6.883,17.663
5862,X261873_at,2,41.168,2.47237433237239,28.593,47.847
5866,X261849_at,2,23.475,2.28411490619725,8.794,40.598
5867,X261818_at,1,85.51,2.80985589843267,75.748,91.124
5867,X261818_at,2,46.745,2.59663478831571,12.265,70.475
5867,X261818_at,3,70.484,4.09555261987677,62.923,77.554
5868,X261819_at,2,44.566,5.10583522734752,37.597,49.108
5868,X261819_at,5,48.908,3.97314864214965,27.682,61.014
5869,X261820_at,3,61.764,2.89454885190064,54.53,77.458
5870,X261821_at,1,65.77,4.20638740642923,53.826,67.743
5870,X261821_at,2,14.39,3.04124837984479,5.517,23.475
5870,X261821_at,3,52.334,2.97260427034733,44.339,77.554
5871,X261822_at,1,10.346,5.24525717030102,7.744,29.828
5871,X261822_at,2,15.282,5.86014003368339,8.794,18.762
5871,X261822_at,5,62.148,4.60492994752211,59.995,63.484
5872,X261823_at,2,50.193,3.93286207456896,37.597,58.892
5873,X261824_at,2,14.39,8.45892971527539,10.576,15.282
5873,X261824_at,3,73.144,6.9449039049614,60.612,75.045
5873,X261824_at,5,83.724,6.27363789739589,82.369,86.614
5874,X261825_at,1,99.871,3.48506444429964,88.633,102.488
5874,X261825_at,2,14.39,5.47591718539179,8.794,18.762
5874,X261825_at,3,62.923,2.08627787026437,44.843,77.554
5874,X261825_at,5,62.148,2.46234556915602,29.107,97.796
5875,X261826_at,1,6.228,9.06905312288533,3.427,12.789
5875,X261826_at,3,55.904,5.00244736483285,49.867,70.322
5875,X261826_at,4,3.554,3.36794025068537,0,33.075
